participant_id,participant_code,session_id,question_id,question_code,condition,condition_abstract,block,global_block_order,within_block_position,cumulative_trial_order,z_log_total_word_count,z_enem_correctness,response_time_sec,front_roi_mean_variable_lag4,front_roi_mean,back_roi_mean_variable_lag4,manual_override_session,no_override_cohort
PID003,2,2025-11-11_003,2021_CH_76,22,Concrete,0.0,C4,4,1,10,0.3601753510213835,-1.5422365867215426,97.472168,1.01267878723907e-07,-1.591164671616812e-07,-2.584761220033267e-07,False,True
PID003,2,2025-11-11_003,2020_CH_70,11,Concrete,0.0,C4,4,2,11,-0.169030538835905,-1.0488884828831635,94.4303480000001,-3.846080238078845e-07,-1.111479253699096e-06,-3.1870469228746725e-07,False,True
PID003,2,2025-11-11_003,2017_CH_68,1,Concrete,0.0,C4,4,3,12,-0.9914934219713682,-1.3364726213150109,79.66827199999989,-4.859664447324781e-07,-1.7954728388868652e-06,1.2955853403477084e-07,False,True
PID003,2,2025-11-11_003,2020_CH_59,10,Concrete,0.0,C5,5,1,13,-0.2041092841510671,0.5696170426960993,70.7782709999999,2.58920795068752e-07,1.7366403331492177e-07,1.0040441880031754e-07,False,True
PID003,2,2025-11-11_003,2018_CH_77,4,Concrete,0.0,C5,5,2,14,-0.94294931884182,-1.310288679405072,75.15013299999987,9.879472272215369e-08,1.350224008804439e-07,-2.4883096477043426e-07,False,True
PID003,2,2025-11-11_003,2021_CH_46,18,Concrete,0.0,C5,5,3,15,-0.3125269842682109,1.4273572571066844,81.17988699999978,8.473077432241371e-08,3.988415015299195e-07,1.0152946456191285e-07,False,True
PID003,2,2025-11-11_003,2019_CH_65,8,Abstract,1.0,A1,6,1,16,0.4154157465811737,-0.3021956459204002,50.38744600000018,-1.4048543502457614e-06,-3.840317561877062e-07,1.3466642358138798e-07,False,True
PID003,2,2025-11-11_003,2022_CH_71,29,Abstract,1.0,A1,6,2,17,-0.5452427221661849,0.4620415654524358,82.78065500000002,-1.1222018225228905e-06,-1.0787347440171583e-06,-6.093303328814711e-07,False,True
PID003,2,2025-11-11_003,2022_CH_51,27,Abstract,1.0,A1,6,3,18,0.4959657933609324,-0.9765675923399836,96.27153499999986,-1.839644189672365e-06,-1.1509710568983154e-06,-1.27704072800371e-07,False,True
PID003,2,2025-11-11_003,2021_CH_83,23,Abstract,1.0,A2,7,1,19,1.1606719436386206,0.3913544668532575,84.80463499999996,-8.049773817404948e-07,-5.167238256426279e-07,3.15243805712266e-07,False,True
